カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2025-11-18,2025-11-19,EX000973-02,吐出口キャップ用パッキン,（株）五輪パッキング,300,外観全数,10,西村,外観寸法,メーカーの検査履歴表あり
副資材,2025-07-24,2025-08-06,EX000973-02,吐出口キャップ用パッキン,五輪パッキング,200,全数,10,西村,外観,主にバリ
