カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-11-18,2024-11-19,EX002848-02,FPV Holder (AC102),北村化学/サンリード,300,外観全数寸法なみ検20,40,西村,外観・寸法,良　ノギスでの計測は設計値と異なる
メカ,2025-08-08,2025-08-15,EX002848-02,FPV Holder (AC102),北村化学/サンリード,100,外観全数,20,西村,外観　寸法,
