カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-10-07,2024-10-10,EX000817,フランジカラー φ8.5 φ3.1　,（株）栗原精機,1400,外観全数寸法なみ検80,45,西村,外観・寸法,良外径6.23～6.26のため基準書確認
Api,2025-09-29,2025-09-29,EX000817-11,フランジカラー φ8.5 φ3.1　,,,外観全数,40,西村,外観寸法,寸法は基準値オーバーですが、相手側の誤差も考慮し今回は不問
