カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,,2024-10-31,EX000762-04,Liquid　Tank　9L,FAモールディング,50,外観全数,180,西村西浦,外観,黒点多し1点、990gは相談
メカ,2024-11-12,2024-11-15,EX000762-04,Liquid　Tank　9L,FAモールディング,209,全数,240,西村西浦,外観,不良多し、インサート抜け、吐出口削りすぎ
メカ,2025-03-14,2025-03-14,EX000762-04,Liquid　Tank　9L,FAモールディング,120,外観全数,180,西村・西浦,外観,樹脂のバリ、インサートなどチェック。不具合は交換依頼
メカ,2025-04-16,2025-04-16,EX000762-04,Liquid　Tank　9L,FAモールディング,38,外観全数,120,西村・西浦,外観,
