カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-09-19,2024-09-24,EX000749,スライドポスト,金森産業（株）,100,全数,20,西村,外観,良
メカ,2024-10-08,2024-10-11,EX000749,スライドポスト,金森産業（株）,1200,外観全数,50,角田,外観,良
メカ,2025-02-26,2025-03-03,EX000749,スライドポスト,金森産業（株）,620,外観全数,70,西村,外観,
メカ,2025-08-06,2025-08-18,EX000749,スライドポスト,金森産業（株）,1600,外観全数,100,西村,外観　寸法,
メカ,2026-02-02,2026-02-06,EX000749,スライドポスト,金森産業（株）,1600,外観全数,240,杉山,外観　員数,8個／袋詰め作業含む
