カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
買い物,2025-02-14,2025-02-19,EX002261,H-RTK F9P Rover Lite,ホリブロ,50,員数、抜き取り10個,10,西村,外観,本体のみの為、外観確認のみ
買い物,2025-04-24,2025-04-24,EX002261,H-RTK F9P Rover Lite,ホリブロ,50,,,,外観,
買い物,2025-08-21,2025-09-05,EX002261,H-RTK F9P Rover Lite,,10,外観全数,10,西村,外観,確認のみ
