カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2025-09-09,2025-09-22,EX000807-21,Condition LED Base,北村化学/サンリード,200,,,,外観,
メカ,2026-01-26,2026-02-02,EX000807-21,Condition LED Base,北村化学産業㈱,350,全数,45,杉山,外観、員数,
