カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-10-24,2024-10-29,EX002842-01,GPS mount (AC102),深沢製作所,280,外観全数寸法なみ検20,45,西村,外観,良
メカ,2025-07-09,2025-07-11,EX002842-01,GPS mount (AC102),深沢製作所,100,,35,,外観,1個づつの個包装
メカ,,2025-09-03,EX002842-01,GPS mount (AC102),深沢製作所,100,外観全数,30,西村・長野将,外観　寸法,
メカ,2025-11-17,2025-11-17,EX002842-01,GPS mount (AC102),深沢製作所,300,,,,外観,
メカ,,2026-02-16,EX002842-01,GPS mount (AC102),深沢製作所,200,外観全数,50,杉山,"外観,員数",
