カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
エレキ,,2026-01-27,EX002887-01,H-RTK F9P Ultralight,HOLYBRO TECH CO.LTD,250,外観全数,70,杉山,外観、員数,
買い物,2025-09-25,2025-09-25,EX002887-11,H-RTK F9P Ultralight,？,30,,,,外観,
