カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-09-19,2024-09-24,EX000837,タンクキャップ(穴追加工),金森産業（株）,100,全数,30,西村,外観,良　ピン跡に黒ずみ（不問）
メカ,2024-10-08,2024-10-11,EX000837,タンクキャップ(穴追加工)　,金森産業（株）,40,外観全数,20,角田,外観,良
メカ,2025-02-26,2025-03-03,EX000837,タンクキャップ(穴追加工),金森産業（株）,110,外観全数,20,西村,外観,
メカ,2025-08-06,保留,EX000837,タンクキャップ(穴追加工),金森産業（株）,200,,,,,検査不能のため保留
メカ,2025-09-18,2025-09-29,EX000837-02,タンクキャップ(穴追加工),金森産業（株）,200,外観全数,,,外観　寸法,
