カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
買い物,2025-01-27,2025-01-28,EX002537-01,サーボ　AC20-05H-A01,双葉電子工業株式会社,200,外観全数,120,西村田原,外観,耳の欠け割れの有無
買い物,2025-07-07,2025-07-08,EX002537-01,サーボ　AC20-05H-A01,双葉電子工業株式会社,100,外観,40,西村,外観,今回より本体小袋入り
