カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
エレキ,2024-10-18,2024-10-23,EX002516-03,Harness（Battery）,ユニット産業（株）,130,なみ検査　20個のみ,25,西村,外観・寸法,
エレキ,2025-04-24,2025-04-30,EX002516-03,Harness（Battery）,ユニット産業（株）,130,外観全数,15,西浦・西村,外観,Amassコネクタに疑義ありのため中断
