カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-09-25,2024-10-03,EX002846-01,ジョイントホルダ,金森産業（株）,300,全数,20,西村,外観,良　バリとパッキン面が同じ所にある
メカ,2025-08-06,2025-08-08,EX002846-01,ジョイントホルダ,金森産業（株）,200,外観全数,30,西村,外観,バリの程度が気になる（許容範囲が不明なため、老衰の原因にならないかどうか）
メカ,2026-01-06,2026-01-06,EX002846-01,ジョイントホルダ,金森産業株式会社,300,全数,60,杉山,外観,
