カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
エレキ,2025-04-09,2025-04-15,EX002593-02,粒剤基板はんだ付け用ケーブル,ユニット産業（株）,130,外観全数,5,西村,外観,
エレキ,2025-04-18,2025-04-21,EX002593-02,粒剤基板はんだ付け用ケーブル,ユニット産業（株）,100,外観全数,5,西村,外観,
