カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-11-05,2024-11-22,EX001999-31,AC102カウル 前後シール付き 補強あり,緑川化成工業（株）,120,全数,190,西村西浦,外観,シール位置不良の為再入荷検査
メカ,？,2025-10-28,EX001999-32,AC102カウル 前後シール付き 補強あり,,60,外観全数,120,西村・西浦,外観、寸法,シールエア、後面シール傾き大、天面小傷
