カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
Api,2025-10-22,2025-10-28,EX002550-03,Upper plate,,16,外観全数,15,西村,外観,
Api,2025-11-25,2025-11-26,EX002550-03,Upper plate,,30,外観全数,30,杉山・西村,外観,
