カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
エレキ,,2026-02-03,,バッテリ　LOG抜き取り,,80,抜き取り台数分,600,杉山,Log抜き取り,Log提出のみ
エレキ,,2025-12-15,,バッテリ　LOG抜き取り,,24,24,210,杉山,Log抜き取り,Log提出のみ
