カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-09-03,2024-09-09,EX002544-01,FPV 防滴シート,（株）五輪パッキング,70,20なみ検,5,西村,外観,良
メカ,2025-02-06,,EX002544-01,FPV 防滴シート,（株）五輪パッキング,180,,,,,
メカ,2025-11-18,2025-11-19,EX002544-01,FPV 防滴シート,（株）五輪パッキング,330,外観全数,10,西村,外観,メーカーの検査履歴表あり
