カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-10-31,2024-11-05,EX002548-12,FC Lower Case,北村化学/サンリード,300,外観全数寸法なみ検20,45,西村,外観・寸法,良
メカ,2025-05-09,2025-05-12,EX002548-12,FC Lower Case,北村化学/サンリード,200,外観全数抜き取り２０,50,西村,外観寸法,ノギスでの計測の誤差あり。
メカ,2025-08-08,2025-08-15,EX002548-12,FC Lower Case,北村化学/サンリード,20,外観全数,20,西村,外観　寸法,
メカ,2025-08-19,2025-09-04,EX002548-12,FC Lower Case,北村化学/サンリード,530,外観全数,70,西村,外観　寸法,測定誤差により（計測しづらい）寸法超えあり
