カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-09-25,2024-10-04,EX000934-02,吐出口　discharge port 1-3(1),金森産業（株）,110,全数,45,西村,外観,１不良　インサート逆入れあり、代品入庫済
メカ,2025-09-03,2025-09-18,EX000934-02,吐出口　discharge port 1-3(1),金森産業（株）,110,外観全数,,,外観,
