カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
エレキ,2024-12-02,2024-12-02,EX002631-11,シャッターサーボ（コネクタ加工後）,双葉電子/ユニット産業,180,N-1,25,西村,外観・動作,基準書無し、ハーネス図面
エレキ,2025-03-17,2025-03-17,EX002631-11,シャッターサーボ（コネクタ加工後）,双葉電子/ユニット産業,50,外観全数,50,西村　西浦,外観,加工後の入荷でもサーボの耳の部分の割れ欠けヒビの確認（過去に破損があった）
