カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-11-14,2024-11-15,EX002037-16,Arm holder nut,北村化学/サンリード,1200,,240,角田,外観のみに変更,良　員数確認作業と併行したため時間は長い
メカ,2025-09-09,2025-09-18,EX002037-16,Arm holder nut,北村化学/サンリード,800,,,,外観,
