カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
Api,2024-11-08,,EX000785,50 mesh,,500,ー,ー,ー,ー,ー
Api,2026-12-12,2025-12-24,EX000785,50 mesh,,70,外観全数,70,杉山,外観員数,
