カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2025-12-15,2025-12-22,EX002878-01,Lower Plate(AC102),ANHUI ARTS&CRAFTS IMP&EXP CO.LTD,30,全数,30,杉山,外観,
