カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-11-14,2024-11-14,EX002878-01,サーボホルダ(AC20),北村化学/サンリード,300,外観全数寸法なみ検20,120,角田,外観・寸法,良　気持ちインサート面に反りがあるように見える
メカ,2025-09-09,2025-09-19,EX002549-12,サーボホルダ(AC20),北村化学/サンリード,200,,,,外観,
