カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
エレキ,2025-01-07,2025-01-07,EXA000068-01,SIG Hub基板Assy,キョウデンプレシジョン,96,n-20,30,西村,外観,１か所手ハンダの為、フラックス跡が汚い。
エレキ,2025-05-09,,EXA000068-01,SIG Hub基板Assy,キョウデンプレシジョン,102,,,武田,,
エレキ,2025-08-08,2025-08-19,EXA000068-01,SIG Hub基板Assy,キョウデンプレシジョン,102,,,武田,,梱包形態が今回はエアパッキン
エレキ,2026-01-14,2026-01-15,EXA000068-01,SIG Hub基板Assy,明光電子株式会社,198,外観全数,30,杉山,外観、員数,
