カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2025-04-04,2025-04-07,EX000936,モーターカバー 3,金森産業（株）,100,外観全数,,西村,外観,
メカ,2025-09-03,2025-09-17,EX000936,モーターカバー 3,金森産業（株）,110,外観全数,,西村,外観,外観のみ、歪みは不検査
