カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2025-02-17,2025-02-19,EX000941-11,誘導板,（株）深沢製作所,110,外観全数,15,西村,外観,バリ、反り、歪み　小傷は工程上やむなしの為不問
メカ,2025-11-17,2025-12-04,EX000941-11,誘導板,深沢製作所,600,外観全数,90,杉山,外観,
メカ,,2026-02-17,EX000941-11,誘導板,深沢製作所,400,外観全数,90,杉山,外観,10本／袋のシール封印含む
