カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2025-12-03,2025-12-05,EX000936,motor cover 3,金森産業株式会社,100,全数,60,杉山,外観,
メカ,2026-02-17,2026-02-18,EX000936,motor cover 3,金森産業株式会社,200,全数,120,杉山,外観,
