カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,,2024-10-31,EX000895,粒剤タンク 13.5L,FAモールディング,150,外観全数,80,西村西浦,外観,780ｇまではOＫとしたい。穴確認の為４人６０分穴合わせ作業
メカ,2025-04-16,2025-04-30,EX000895,粒剤タンク 13.5L,FAモールディング,80?,外観全数,180,西村・西浦,外観,インサート抜け、カットライン不良
メカ,2025-06-09,2025-06-09,EX000895,粒剤タンク 13.5L,FAモールディング,103,全数,180,西浦・石原・西村,外観寸法,FA様と打ち合わせ予定
