カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
Api,2025-07-21,2025-07-29,EXA000002-01,Water pump assy,,64,外観全数,30,西村,外観,見た目だけの受入
Api,2025-08-25,2025-09-03,EXA000002-01,Water pump assy,,,外観全数,30,西村,外観,見た目だけの受入
