カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
Api,2025-12-15,2025-12-19,EX002611-01,Battery connector cap,,200,外観全数,30,杉山,外観員数,
Api,2026-02-09,2026-02-10,EX002611-01,Battery connector cap,,150,外観全数,60,杉山,外観員数,20本づつ分け作業含む
