カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-09-03,2024-09-09,EX000918,隙間テープ,（株）五輪パッキング,350,20なみ検,5,西村,外観,良
メカ,2024-12-17,2024-12-18,EX000918,隙間テープ,（株）五輪パッキング,400,20なみ検,20,西村,外観,カット不良、浮き、第四剥がれは無しOK
メカ,2025-02-06,,EX000918,隙間テープ,（株）五輪パッキング,400,,,,,
メカ,2025-11-18,2025-11-19,EX000918,隙間テープ,（株）五輪パッキング,1000,外観全数,10,西村,外観,メーカーの検査履歴表あり
副資材,2025-08-06,2025-08-06,EX000918,隙間テープ,五輪パッキング,600,全数,,西村,外観,
