カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-10-07,2024-10-10,EX000803,TF mini plus holder,（株）栗原精機,130,外観全数寸法なみ検20,15,西村,外観・寸法,良
Api,2025-12-15,2025-12-29,EX000803-11　,TF mini plus holder,,300,外観全数　寸法抜き取り20個,60,杉山,外観員数寸法,
Api,2026-02-09,2026-02-13,EX000803-11　,TF mini plus holder,,50,外観全数　寸法抜き取り20個,30,杉山,外観員数,10本づつ分け袋詰め作業含む
