カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
メカ,2024-11-12,2024-11-18,EX002560-12,コネクタロックB,北村化学/サンリード,300,外観全数寸法なみ検20,40,西村,外観・寸法,良　ノギスで測ると設計値とずれます
メカ,2025-09-09,2025-09-22,EX002560-12,コネクタロックB,北村化学/サンリード,200,,,,外観,
メカ,2026-01-26,2026-02-02,EX002560-12,コネクタロックB,北村化学産業㈱,350,全数,150,杉山,外観、員数,10本／袋詰め作業含む
