カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
Api,2025-04-28,N/A,EX001877,M4アルミフランジナット,,200,,,,,
Api,2026-01-07,2026-01-27,EX001877,M4アルミフランジナット,,203,全数,30,杉山,外観員数,1/28より員数検査のみに変更。メーカ出荷数は、２００個が正式
