カテゴリ,入荷日,検査完了日,品番,品名,サプライヤ,入荷数量,検査数量,検査工数(分),作業者,検査内容,検査結果・備考
時間かかる,,2025-05-09,,バッテリー,,95,29,90,西浦・長屋・西村,外観・ログ抜き,ポータル保管のログからグラフを作成し、解析にて良否判定をするソフトver1.19
時間かかる,,2025-05-12,,バッテリー,,95,21,60,長屋・西村,外観・ログ抜き,ポータル保管のログからグラフを作成し、解析にて良否判定をするソフトver1.19
時間かかる,,2025-05-20,,バッテリー,,95,18,90,長屋西浦,外観 Fw upログ抜き,
時間かかる,2025-07-11,,,バッテリー,,,,,,,
時間かかる,,,,バッテリー,,50,,420,杉山,ログ抜き,3個入り箱よりバッテリー取り出し、Log取り、再度箱詰めまで
